"('\n', 'b', 'r')",14801
"('u', 'p', 'p')",14749
"('\n', 'r', 'e')",14682
"('r', 'a', 'r')",14678
"('n', 'e', 'n')",14659
"('a', 'n', 't')",14632
"('t', 'e', '\n')",14520
"('s', 't', 'i')",14520
"('s', '\n', 'l')",14505
"('a', 't', 'i')",14456
"('\n', 'm', 'a')",14439
"('ä', 't', 't')",14407
"('o', 'r', '\n')",14315
"('s', '\n', 'g')",14249
"('s', '\n', 'v')",14212
"('\n', 's', 'a')",13929
"('p', 'a', 'r')",13902
"('o', 'r', 'd')",13867
"('k', 'a', 'n')",13809
"('e', 'r', 'e')",13737
"('t', 'r', 'a')",13665
"('l', 'l', 'a')",13647
"('\n', 'u', 't')",13629
"('s', '\n', 'r')",13599
"('\n', 'g', 'r')",13431
"('m', 'm', 'a')",13408
"('n', '\n', 'b')",13408
"('\n', 'v', 'a')",13385
"('o', 'n', 'e')",13303
"('a', 'd', '\n')",13285
"('s', '\n', 'm')",13274
"('m', 'e', 'n')",13155
"('t', 'a', 'n')",13088
"('t', 'i', 'g')",12932
"('d', 'a', 'r')",12814
"('ä', 'l', 'l')",12777
"('c', 'k', 'e')",12753
"('\n', 'p', 'r')",12750
"('l', 'e', 'r')",12730
"('s', '\n', 'u')",12727
"('\n', 'b', 'a')",12720
"('k', 'o', 'r')",12710
"('s', 't', 'o')",12558
"('s', 'k', 'r')",12541
"('o', 'm', 's')",12531
"('n', 't', 'e')",12493
"('a', 'k', 't')",12472
"('\n', 'b', 'l')",12459
"('\n', 'u', 'p')",12446
"('a', 't', '\n')",12439
"('\n', 't', 'i')",12322
"('o', 'r', 't')",12310
"('s', 't', '\n')",12254
"('k', 'a', '\n')",12219
"('n', '\n', 'k')",12215
"('r', 'a', 't')",12207
"('å', 'n', 'g')",12183
"('n', 'a', 'r')",12177
"('e', 's', 't')",12148
"('d', 'e', 'l')",12139
"('e', 'n', 'a')",12102
"('b', 'e', 'r')",12100
"('s', '\n', 'd')",12047
"('n', '\n', 'f')",12046
"('g', 'e', 'r')",12008
"('\n', 'l', 'a')",11993
"('e', 't', 'e')",11967
"('t', 'a', 'd')",11952
"('\n', 's', 'p')",11927
"('t', 'i', 'l')",11909
"('k', 'o', 'n')",11849
"('\n', 'k', 'r')",11805
"('s', 'a', 'm')",11800
"('i', 'g', 'h')",11770
"('e', '\n', 'f')",11730
"('r', 'i', 's')",11679
"('b', 'o', 'r')",11677
"('l', 'a', 'g')",11655
"('o', 'r', 's')",11525
"('t', 'e', 's')",11522
"('i', 'n', 'n')",11416
"('\n', 'v', 'i')",11344
"('d', 'e', 't')",11282
"('a', 't', 's')",11121
"('f', 'v', 'a')",11103
"('a', '\n', 'b')",11099
"('u', 's', '\n')",11080
"('\n', 'a', 'n')",10974
"('a', 'r', 't')",10879
"('v', 'i', 'n')",10872
"('c', 'k', 'a')",10845
"('a', '\n', 'f')",10836
"('s', '\n', 'o')",10836
"('p', 'e', 'r')",10728
"('g', 'a', '\n')",10715
"('d', 's', '\n')",10712
"('n', 'd', 'a')",10591
"('k', 'r', 'i')",10588
"('e', '\n', 'b')",10556
"('u', 'l', 'l')",10514
"('n', 's', 'k')",10506
"('ö', 'r', 's')",10416
"('ä', 'n', 'g')",10341
"('k', 'e', 'r')",10272
"('s', 'a', 'r')",10250
"('n', 'a', 'd')",10240
"('k', 'a', 's')",10119
"('l', 'a', 's')",10090
"('r', 'e', 'r')",10060
"('t', 'r', 'ä')",10029
"('i', 'g', 't')",9973
"('s', 't', 'ä')",9945
"('t', 't', 'a')",9904
"('i', 'g', 'e')",9872
"('t', 'a', '\n')",9820
"('t', 'a', 'l')",9815
"('b', 'e', 't')",9804
"('e', 'r', 'k')",9775
"('s', 'k', 'e')",9708
"('\n', 'm', 'e')",9708
"('s', 'k', 'i')",9695
"('o', 'c', 'k')",9687
"('l', 's', 'e')",9682
"('n', '\n', 'h')",9674
"('a', 'm', 'm')",9648
"('r', '\n', 'b')",9641
"('g', 's', '\n')",9613
"('r', 's', 'k')",9592
"('d', 'i', 'g')",9567
"('e', 'r', 'g')",9563
"('r', 's', 't')",9557
"('f', 'o', 'r')",9551
"('r', 'ä', 'n')",9548
"('r', 'a', '\n')",9534
"('a', '\n', 'k')",9460
"('\n', 'p', 'a')",9455
"('t', 'n', 'i')",9398
"('o', 't', 't')",9387
"('n', 'n', 'e')",9375
"('r', 'e', 't')",9366
"('l', 'a', 'd')",9363
"('s', 'l', 'a')",9342
"('t', '\n', 'f')",9331
"('\n', 'h', 'e')",9318
"('\n', 'v', 'ä')",9314
"('p', 'e', 'n')",9292
"('m', 'e', 'r')",9251
"('i', 'e', 'r')",9231
"('i', 'n', 's')",9221
"('a', 'd', 's')",9145
"('r', 'd', 'e')",9129
"('n', '\n', 't')",9128
"('\n', 'l', 'i')",9103
"('b', 'a', 'r')",9098
"('r', '\n', 'f')",9071
"('a', 'r', 'a')",9021
"('t', 'e', 't')",9020
"('\n', 's', 'i')",9001
"('n', 'd', 's')",8988
"('i', 'n', 'd')",8986
"('e', 'l', 'l')",8932
"('d', 'r', 'a')",8918
"('s', '\n', 'i')",8917
"('ö', 'r', 'e')",8823
"('k', 't', 'i')",8781
"('l', 'l', 's')",8742
"('n', 'n', 'a')",8737
"('s', 't', 's')",8727
"('t', 'a', 't')",8705
"('t', '\n', 'b')",8693
"('ö', 'f', 'v')",8689
"('r', '\n', 'k')",8672
"('\n', 'f', 'o')",8631
"('t', 'i', 's')",8609
"('h', 't', 'e')",8598
"('e', 'n', 'd')",8574
"('k', 'n', 'i')",8567
"('a', 'r', 'i')",8557
"('ä', 'c', 'k')",8543
"('p', 'r', 'o')",8537
"('ä', 'n', 'd')",8462
"('\n', 'm', 'o')",8420
"('o', 's', 't')",8383
"('k', 't', 'e')",8378
"('\n', 'g', 'e')",8374
"('g', 'r', 'a')",8360
"('\n', 'f', 'a')",8340
"('t', 'r', 'i')",8294
"('r', 'a', 'm')",8233
"('r', 'a', 's')",8224
"('u', 'n', 'g')",8210
"('o', 'n', '\n')",8207
"('d', 'a', '\n')",8188
"('s', '\n', 'e')",8178
"('ä', 's', 't')",8175
"('\n', 't', 'a')",8136
"('s', 'c', 'h')",8126
"('s', '\n', 'n')",8103
"('k', 'a', 'p')",8095
"('h', 'a', 'n')",8065
"('\n', 'd', 'e')",8055
"('e', 'd', 'e')",8038
"('v', 'ä', 'r')",8033
"('a', '\n', 't')",8014
"('s', 'p', 'e')",8000
"('g', 'e', 'l')",7982
"('r', 'i', 'k')",7979
"('a', 'g', 'e')",7965
"('m', 'm', 'e')",7917
"('a', 'p', 'p')",7910
"('\n', 's', 'o')",7896
"('\n', 'h', 'o')",7881
"('\n', 's', 'l')",7877
"('a', 'n', 'n')",7861
"('i', 'g', '\n')",7835
"('a', 's', 's')",7832
"('\n', 'a', 'r')",7828
"('n', 'a', 't')",7817
"('m', 's', '\n')",7788
"('n', '\n', 'a')",7776
"('k', 'l', 'a')",7755
"('r', 'i', 'g')",7754
"('t', 'u', 'r')",7749
"('\n', 'v', 'e')",7717
"('v', 'a', 'n')",7714
"('e', 'r', 'l')",7712
"('\n', 'k', 'l')",7696
"('i', 's', '\n')",7665
"('s', 's', 'a')",7664
"('k', 'a', 'l')",7658
"('ä', 'd', 'e')",7658
"('s', 'a', 'n')",7654
"('u', 'm', '\n')",7654
"('e', 'r', 't')",7648
"('i', 'c', 'k')",7618
"('j', 'e', 'r')",7616
"('y', 'c', 'k')",7610
"('f', 't', 'e')",7609
"('l', 'i', 's')",7554
"('v', 'a', 'l')",7553
"('\n', 'h', 'u')",7536
"('k', 'o', 'm')",7532
"('n', '\n', 'm')",7521
"('e', '\n', 'k')",7512
"('r', 'i', 'e')",7505
"('e', 't', 't')",7476
"('a', '\n', 'a')",7474
"('d', 'a', 'n')",7469
"('a', '\n', 'h')",7467
"('g', 'h', 'e')",7460
"('a', 'c', 'k')",7440
"('\n', 's', 'e')",7433
"('e', 'l', 'i')",7423
"('n', '\n', 'l')",7373
"('n', 'i', 's')",7354
"('t', '\n', 'k')",7325
"('r', 'u', 'n')",7324
"('e', '\n', 't')",7312
"('e', '\n', 'a')",7301
"('o', 'p', 'p')",7295
"('p', 'p', 'a')",7289
"('s', 's', 'e')",7280
"('i', 'n', 'e')",7264
"('t', 'r', 'o')",7253
"('b', 'l', 'o')",7242
"('n', 'n', 'i')",7226
"('i', 's', 's')",7221
"('l', 'a', 't')",7203
"('a', 't', 'e')",7191
"('a', 'l', 'e')",7167
"('v', 'i', 's')",7163
"('\n', 'f', 'l')",7155
"('o', 'm', '\n')",7147
"('\n', 'd', 'i')",7137
"('\n', 'ö', 'f')",7136
"('n', '\n', 'p')",7134
"('o', 'r', 'm')",7122
"('\n', 'p', 'e')",7122
"('s', 'p', 'r')",7088
"('l', 'a', '\n')",7083
"('l', 'e', 't')",7076
"('g', 'l', 'a')",7059
"('n', 'o', 'r')",7017
"('\n', 'm', 'i')",7006
"('p', 'l', 'a')",6999
"('b', 'e', 's')",6997
"('d', 'n', 'i')",6978
"('f', 'r', 'a')",6972
"('d', 'a', 's')",6970
"('s', 'v', 'a')",6947
"('e', 's', 's')",6931
"('ä', 'r', 'd')",6900
"('e', '\n', 'h')",6899
"('g', 't', '\n')",6893
"('r', 't', 'e')",6886
"('d', 'a', 'g')",6878
"('r', 'e', 'd')",6851
"('h', 'a', 'l')",6850
"('n', '\n', 'v')",6837
"('n', '\n', 'g')",6803
"('ä', 'n', 'n')",6801
"('e', 'l', 'e')",6782
"('\n', 'u', 'n')",6777
"('a', 'l', 'i')",6776
"('\n', 'f', 'i')",6775
"('n', 'a', 'n')",6769
"('\n', 'p', 'o')",6758
"('k', 'o', 'l')",6725
"('r', 'ä', 't')",6678
"('a', 'l', 'a')",6662
"('a', 'g', 'a')",6627
"('m', 'a', 's')",6598
"('a', '\n', 'p')",6596
"('k', 'r', 'a')",6593
"('\n', 'b', 'i')",6593
"('i', 't', 'e')",6590
"('g', 'a', 'n')",6551
"('j', 'o', 'r')",6547
"('i', 'k', 'a')",6525
"('r', '\n', 't')",6468
"('e', 'l', '\n')",6464
"('h', 'e', 'r')",6450
"('l', 's', '\n')",6446
"('n', 't', 'i')",6428
"('p', 'a', 'n')",6415
"('o', 'r', 'g')",6413
"('\n', 't', 'o')",6411
"('e', 'n', 'e')",6389
"('\n', 's', 'j')",6386
"('\n', 'n', 'e')",6376
"('\n', 'o', 'm')",6371
"('n', '\n', 'r')",6364
"('i', 't', 't')",6362
"('v', 'e', 'n')",6348
"('r', 'a', 'f')",6335
"('r', '\n', 'h')",6310
"('i', 'd', 'e')",6307
"('\n', 'r', 'i')",6302
"('v', 'a', 't')",6293
"('i', 'n', 't')",6282
"('g', 'e', '\n')",6271
"('\n', 'l', 'e')",6268
"('\n', 'n', 'a')",6267
"('k', 'a', 't')",6263
"('\n', 's', 'v')",6255
"('n', 't', 'a')",6252
"('k', 'a', 'd')",6217
"('s', 'k', 'ä')",6175
"('r', 'd', 'a')",6165
"('n', 'e', 't')",6164
"('l', 'l', 'i')",6158
"('k', 'ä', 'r')",6156
"('o', 'm', 'm')",6152
"('a', '\n', 'm')",6148
"('t', '\n', 't')",6147
"('a', 'r', 'b')",6145
"('k', 'l', 'i')",6126
"('r', 'ä', 'd')",6122
"('t', '\n', 'h')",6121
"('s', '\n', 'c')",6113
"('t', 'i', 'n')",6093
"('\n', 'c', 'o')",6091
"('r', 'b', 'e')",6087
"('p', 'r', 'e')",6062
"('s', 'o', 'r')",6059
"('r', 'i', 'f')",6059
"('m', 'a', 't')",6056
"('a', '\n', 'l')",6048
"('e', 'g', 'e')",6046
"('p', 'e', 'l')",6045
"('\n', 'h', 'ä')",6018
"('s', 'a', 'l')",6014
"('\n', 'a', 'l')",6008
"('u', 't', 's')",5969
"('b', 'e', 'l')",5967
"('p', 'o', 'r')",5964
"('n', 'o', 'm')",5963
"('t', 'e', 'l')",5959
"('r', 'k', 'e')",5955
"('m', 'i', 'n')",5949
"('p', 'p', 's')",5927
"('\n', 'g', 'u')",5925
"('a', 'r', 'k')",5922
"('t', 'r', 'e')",5918
"('a', 'l', 't')",5916
"('a', 's', 'k')",5910
"('r', 'm', 'a')",5898
"('t', 's', 'k')",5887
"('f', 'r', 'i')",5876
"('t', '\n', 'a')",5874
"('e', '\n', 'p')",5862
"('l', 'o', 'm')",5853
"('f', 'ä', 'r')",5845
"('m', 'e', 'd')",5828
"('d', 't', '\n')",5825
"('o', 'r', 'i')",5813
"('\n', 'o', 'r')",5804
"('\n', 't', 'e')",5793
"('m', 'e', 't')",5786
"('k', 't', '\n')",5776
"('i', 's', 'e')",5757
"('a', 'n', 'e')",5757
"('e', 'l', 'a')",5752
"('a', 'f', 's')",5731
"('r', 't', 'a')",5730
"('r', 'o', 's')",5724
"('r', '\n', 'a')",5698
"('a', '\n', 'g')",5693
"('\n', 's', 'm')",5690
"('a', 'k', 'a')",5652
"('d', 'r', 'i')",5650
"('p', 'p', 'e')",5643
"('s', 't', 'å')",5639
"('d', 's', 'k')",5630
"('r', 'o', 'n')",5624
"('a', 'n', 'k')",5604
"('e', 't', 'a')",5599
"('s', 'l', 'i')",5596
"('r', 'u', 'm')",5592
"('o', 'd', 'e')",5586
"('l', 'i', 'k')",5580
"('l', 'ö', 's')",5569
"('k', 'e', 't')",5569
"('r', 'l', 'i')",5568
"('y', 'g', 'g')",5562
"('\n', 'd', 'r')",5544
"('n', 'd', 'i')",5538
"('s', 's', 't')",5528
"('s', 'i', 'n')",5524
"('r', '\n', 'p')",5524
"('\n', 'g', 'a')",5515
"('s', 't', 'u')",5512
"('a', 'n', 'g')",5492
"('a', '\n', 'v')",5485
"('b', 'r', 'u')",5473
"('l', 's', 't')",5471
"('ö', 'r', 'd')",5453
"('b', 'i', 'l')",5450
"('t', 't', '\n')",5445
"('e', '\n', 'l')",5422
"('n', 'd', 'r')",5421
"('a', 'f', 'f')",5397
"('e', '\n', 'g')",5391
"('s', 'm', 'a')",5362
"('d', 'd', 'a')",5356
"('\n', 'h', 'ö')",5356
"('e', '\n', 'v')",5350
"('r', 'k', 'a')",5342
"('r', '\n', 'm')",5335
"('g', 'n', 'a')",5332
"('r', 'o', 'm')",5321
"('e', '\n', 'u')",5317
"('h', 'u', 's')",5314
"('a', '\n', 'r')",5311
"('n', '\n', 'd')",5310
"('r', 'a', 'k')",5303
"('s', 't', 'y')",5296
"('l', 'i', 't')",5289
"('d', 'o', 'm')",5288
"('k', 'e', 'l')",5288
"('a', 'l', 's')",5287
"('\n', 's', 'u')",5274
"('\n', 'd', 'a')",5263
"('n', 't', '\n')",5243
"('g', 'g', 'a')",5235
"('e', 'c', 'k')",5229
"('\n', 'r', 'a')",5225
"('u', 's', 't')",5211
"('a', 'n', 'a')",5196
"('a', 'd', 'a')",5195
"('l', 'o', 'r')",5192
"('\n', 'k', 'u')",5191
"('\n', 'r', 'o')",5191
"('k', 't', 'a')",5177
"('b', 'a', 'n')",5174
"('e', 'r', 'b')",5172
"('m', 'o', 'r')",5163
"('l', 'd', 'e')",5161
"('e', '\n', 'o')",5160
"('r', '\n', 'l')",5144
"('t', '\n', 'o')",5139
"('g', 'e', 's')",5132
"('\n', 'l', 'ä')",5120
"('t', 'i', 'd')",5115
"('a', 'g', 's')",5110
"('o', 'l', 'l')",5107
"('i', 'f', 't')",5106
"('l', 'n', 'i')",5106
"('s', 's', 'i')",5100
"('r', 'd', 's')",5092
"('l', 's', 'k')",5091
"('å', 'r', 'd')",5069
"('s', 'n', 'i')",5057
"('g', '\n', 's')",5054
"('e', '\n', 'm')",5053
"('i', 'l', 'd')",5049
"('e', 'n', 'o')",5032
"('n', 'k', 'a')",5020
"('i', 'e', 'n')",5019
"('a', 't', 'u')",5007
"('n', 't', 'r')",5007
"('e', '\n', 'r')",5004
"('r', 't', 'i')",5000
"('p', 'e', 't')",5000
"('t', 'r', 'u')",4957
"('p', 'r', 'i')",4950
"('ö', 'r', 't')",4937
"('n', 'd', '\n')",4927
"('e', 'r', 'r')",4925
"('ä', 'g', 'g')",4925
"('l', 'ä', 'g')",4917
"('t', 't', 's')",4916
"('t', 'a', 's')",4915
"('n', 's', 'e')",4910
"('f', 'e', 'r')",4906
"('f', 'u', 'l')",4892
"('t', 'ä', 'l')",4889
"('s', 'v', 'ä')",4883
"('r', 'o', 't')",4878
"('s', 'o', 'n')",4867
"('\n', 'l', 'u')",4865
"('k', 'e', '\n')",4862
"('ö', 's', 't')",4855
"('j', 'e', 'l')",4849
"('m', 'i', 's')",4848
"('r', 'e', 'g')",4847
"('u', 'f', 'v')",4846
"('e', 'k', 't')",4832
"('t', '\n', 'p')",4830
"('e', 'r', 'v')",4824
"('\n', 's', 'n')",4823
"('h', 'å', 'l')",4820
"('i', 'n', 'a')",4816
"('\n', 'f', 'ä')",4806
"('r', 'a', 'l')",4784
"('t', 't', 'n')",4776
"('r', '\n', 'g')",4775
"('m', 's', 't')",4772
"('s', 'l', 'ä')",4763
"('r', 'i', 'd')",4761
"('t', '\n', 'm')",4749
"('r', '\n', 'r')",4741
"('\n', 't', 'u')",4738
"('a', 'r', 'm')",4734
"('k', 'u', 'l')",4727
"('t', '\n', 'l')",4727
"('k', 's', '\n')",4725
"('g', 'h', 't')",4720
"('r', '\n', 'v')",4719
"('o', 'n', 'd')",4717
"('g', 'n', 'i')",4717
"('i', 'k', 'e')",4710
"('s', 'p', 'i')",4692
"('i', 'k', 't')",4685
"('t', 's', 't')",4666
"('r', 'e', 'f')",4665
"('d', 'i', 's')",4661
"('i', 'f', 'v')",4655
"('r', 'i', 't')",4648
"('s', 'p', 'a')",4629
"('\n', 'c', 'a')",4620
"('o', 'r', 'e')",4610
"('t', '\n', 'v')",4608
"('o', 'n', 't')",4594
"('b', 'r', 'o')",4593
"('s', 'e', '\n')",4585
"('n', 'e', 'd')",4577
"('v', 'e', 't')",4561
"('i', 't', 'a')",4543
"('b', 'l', 'a')",4538
"('f', 'f', 'e')",4528
"('d', 's', 't')",4516
"('r', 'u', 'k')",4516
"('g', 'e', 't')",4482
"('k', 'r', 'o')",4479
"('s', 't', 'n')",4476
"('n', '\n', 'u')",4457
"('\n', 'p', 'l')",4455
"('t', '\n', 'g')",4454
"('a', '\n', 'd')",4453
"('l', 'ä', 'n')",4451
"('r', 'a', 'g')",4443
"('l', 'ä', 'd')",4440
"('r', 'e', 'l')",4439
"('a', '\n', 'u')",4424
"('e', 'n', 'n')",4423
"('i', 'n', 'k')",4414
"('o', 'n', 'i')",4413
"('t', '\n', 'r')",4412
"('r', 't', 's')",4408
"('s', 'i', 'g')",4405
"('i', 't', 'i')",4403
"('\n', 'k', 'ä')",4402
"('u', 'r', 'e')",4390
"('s', 'a', '\n')",4387
"('c', 'h', 'e')",4385
"('a', 'm', 'a')",4375
"('r', 'n', '\n')",4375
"('o', 'l', 'i')",4372
"('g', 's', 't')",4372
"('a', '\n', 'o')",4367
"('r', 'g', 'a')",4366
"('a', 'r', 'd')",4361
"('i', 'n', '\n')",4346
"('\n', 'e', 'n')",4345
"('b', 'e', 'n')",4344
"('k', 'i', 'n')",4342
"('s', 'k', 'u')",4338
"('t', 'l', 'i')",4337
"('v', 'ä', 'g')",4334
"('s', 'f', 'ö')",4326
"('l', 'l', '\n')",4325
"('e', 'r', 'm')",4318
"('e', '\n', 'd')",4309
"('f', 'l', 'a')",4285
"('g', 'r', 'u')",4268
"('v', 'i', 't')",4261
"('a', 'l', 'f')",4256
"('c', 'k', 's')",4251
"('r', 'o', 'p')",4250
"('t', 'r', 'ö')",4241
"('\n', 's', 'y')",4241
"('k', 'a', 'm')",4232
"('k', 'e', 's')",4221
"('r', 'å', 'd')",4218
"('s', 'e', 'l')",4217
"('g', 'a', 'd')",4211
"('a', 'p', 'e')",4207
"('a', 'f', 't')",4200
"('a', 'n', 'i')",4200
"('v', 'ä', 'l')",4198
"('\n', 'n', 'o')",4190
"('\n', 'g', 'l')",4184
"('\n', 'p', 'i')",4172
"('i', 'g', 's')",4171
"('a', 'f', 'v')",4156
"('s', '\n', 'ö')",4152
"('n', 's', 'a')",4141
"('l', 'e', 'k')",4131
"('\n', 'e', 'l')",4130
"('e', 'n', 'i')",4128
"('\n', 'f', 'e')",4125
"('i', 't', '\n')",4121
"('s', 'i', 'l')",4118
"('i', 'n', 'i')",4115
"('e', 's', 'k')",4106
"('å', 'l', 'l')",4105
"('a', 'r', 'f')",4104
"('s', 'k', 'y')",4104
"('\n', 'f', 'u')",4104
"('p', 'o', 'l')",4079
"('b', 'r', 'ä')",4076
"('d', '\n', 's')",4069
"('r', 'd', 'i')",4067
"('s', 'm', 'e')",4052
"('\n', 'p', 'å')",4044
"('ä', 'n', 'k')",4043
"('e', 'r', 'f')",4042
"('k', 'n', 'a')",4037
"('j', 'ä', 'l')",4032
"('g', 'å', 'r')",4032
"('t', 'o', 'n')",4031
"('r', '\n', 'd')",4028
"('ä', 'l', 't')",4024
"('s', 'k', '\n')",4015
"('a', 'g', 'n')",4006
"('e', 'r', 'o')",3988
"('l', 'e', '\n')",3985
"('o', 'l', 'o')",3984
"('u', 'k', 't')",3972
"('o', 'l', 'a')",3968
"('t', 'å', 'n')",3956
"('\n', 'm', 'u')",3953
"('k', 'l', 'ä')",3951
"('ä', 'n', 's')",3949
"('f', 'a', 'l')",3947
"('a', 't', 'a')",3945
"('t', '\n', 'u')",3939
"('e', 'r', 'h')",3932
"('v', 'i', 'l')",3930
"('e', 'd', 's')",3929
"('e', 'd', 'i')",3928
"('l', 'o', 'd')",3921
"('s', 's', 'o')",3919
"('o', 'r', 'r')",3917
"('ö', 'r', 'n')",3916
"('g', 'r', 'e')",3915
"('f', 'i', 's')",3908
"('s', '\n', 'j')",3908
"('m', 'e', 'l')",3907
"('e', '\n', 'i')",3907
"('s', 's', 'k')",3905
"('r', 'g', 'e')",3902
"('r', 'i', 'a')",3902
"('t', 't', 'i')",3897
"('n', '\n', 'n')",3894
"('t', 'j', 'e')",3873
"('o', 's', 's')",3867
"('g', 'r', 'ä')",3861
"('a', 'd', 't')",3854
"('y', 'r', 'k')",3854
"('s', 'ä', 't')",3840
"('u', 's', 'e')",3820
"('r', 'r', 'e')",3819
"('u', 'b', 'b')",3814
"('j', 'ä', 'r')",3814
"('n', 'd', 'l')",3809
"('n', '\n', 'o')",3799
"('s', 'e', 't')",3792
"('r', 'o', 'r')",3792
"('l', 'd', 's')",3787
"('a', 'm', 'p')",3783
"('e', 'n', 'h')",3781
"('l', 'ä', 'r')",3769
"('r', 'ö', 'd')",3769
"('u', 'r', '\n')",3767
"('e', 'm', 'e')",3761
"('\n', 'p', 'u')",3761
"('g', 'a', 't')",3759
"('o', 'l', 'k')",3748
"('\n', 'r', 'u')",3745
"('f', 'a', 'r')",3737
"('a', 'l', 'k')",3734
"('\n', 'l', 'o')",3730
"('b', 'y', 'g')",3724
"('l', 'o', 'g')",3706
"('a', 'r', 'l')",3698
"('n', '\n', 'e')",3696
"('\n', 'r', 'ö')",3692
"('\n', 'e', 'x')",3691
"('s', 'j', 'ö')",3683
"('t', 'a', 'g')",3681
"('a', 'm', 'e')",3679
"('t', 's', 'e')",3679
"('ä', 'r', 'n')",3677
"('\n', 's', 'ä')",3663
"('o', 'n', 'a')",3660
"('ö', 'r', 'b')",3659
"('t', '\n', 'd')",3646
"('r', 'r', 'a')",3638
"('r', 'n', 's')",3636
"('o', 'm', 'a')",3629
"('b', 'r', 'a')",3628
"('i', 'a', '\n')",3627
"('t', 'ä', 'n')",3625
"('n', 'a', 'l')",3623
"('u', 'n', 'k')",3612
"('o', 'l', 'e')",3607
"('o', 't', 'e')",3599
"('r', 'm', 'e')",3595
"('s', 't', 'ö')",3595
"('t', 'o', 'l')",3594
"('l', 't', 'e')",3592
"('u', 'r', 's')",3591
"('d', 'l', 'i')",3584
"('b', 'r', 'ö')",3583
"('f', 'i', 'n')",3573
"('m', 'p', 'a')",3571
"('u', 'n', 'n')",3566
"('\n', 'd', 'o')",3566
"('h', 'a', 'r')",3558
"('\n', 'l', 'ö')",3555
"('ä', 'r', 'a')",3553
"('a', 'r', 'r')",3553
"('\n', 'r', 'ä')",3553
